fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
453,0.1,26,0.976,that,"['that', 'nearing', 'for', 'âłâł', '/*', 'facebook', '""/', 'nearer', 'a', 'sooner']",q1_lowest,7,0.3464503085760409,noisy grab-bag: business-achievement + medical-case reporting
464,0.3,13,0.839,a,"['ãĺ', 'new', 'voters', '59', 'a', 'a', 'a', 'at', '91', '94']",q1_lowest,11,0.38895243849707944,descending numeric sequences/citation brackets + noisy grab-bag
473,0.4,33,0.962,for,"['10', 'for', ""'s"", 'such', 'per', 'for', '&', 'for', 's', 'for']",q1_lowest,2,0.3898686423911563,noisy grab-bag: reported-speech/quotation mix
506,0.1,50,0.988,seems,"['seems', '=', 'noticing', 'jam', 'therefore', '+', 'terms', 'you', 'etc', 'accessed']",q1_lowest,2,0.31881233850644003,noisy grab-bag: reported-speech/quotation mix
527,0.4,11,0.917,fellow,"['fellow', 'fellow', '-', 'connect', 'fellow', '-', 'user', 'fellow', 'the', 'longer']",q1_lowest,9,0.36595499959416417,"noisy grab-bag, no consistent theme"
553,0.1,20,0.933,yeah,"['yeah', 'released', 'recently', 'rs', 'when', 'crossed', 'ãĥ', 'fri', 'stopped', 'impacted']",q1_lowest,2,0.3220714050867999,noisy grab-bag: reported-speech/quotation mix
557,0.1,19,0.879,fist,"['fist', 'later', 'furious', 'out', 'nest', 'to', 'aware', 'about', 'maintain']",q1_lowest,8,0.3052885447527208,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
562,0.2,40,1.007,the,"['the', '32', ',', 'the', 'retrieved', '450', '353', 'designated', ',', '475']",q1_lowest,11,0.33280122572898196,descending numeric sequences/citation brackets + noisy grab-bag
586,0.3,14,0.836,9,"['9', 'contact', 'unlike', ',', 'might', 'else', '8', '970', '9', '9']",q1_lowest,2,0.4248704241467608,noisy grab-bag: reported-speech/quotation mix
593,0.3,22,0.969,how,"['how', 'how', 'made', '000', 'how', 'driven', '.,', 'other', '20', 'weren']",q1_lowest,7,0.3530743371268745,noisy grab-bag: business-achievement + medical-case reporting
619,0.2,13,0.963,been,"['been', 'been', 'anymore', 'like', 'herself', 'time', 'knew', 'times', 'hours', 'realized']",q1_lowest,1,0.32381398852099746,'to say the least' idiom + historical-reporting register (archaic + military/political)
624,0.3,10,0.872,why,"['except', 'nor', 'why', 'previous', 'why', 'why', 'have', 'resulting', 'firm']",q1_lowest,4,0.3506326212730641,"noisy grab-bag, no consistent theme"
637,0.3,17,0.984,units,"['mw', 'component', 'units', 'component', 'mw', 'ramadan', 'units', 'germ', 'units', 'parents']",q1_lowest,9,0.40202667861939073,"noisy grab-bag, no consistent theme"
638,0.2,12,0.928,would,"['would', 'willing', 'rather', 'so', 'would', 'force', 'what', 'slot', 'virtually', 'latter']",q1_lowest,2,0.31861673339381963,noisy grab-bag: reported-speech/quotation mix
665,0.2,36,1.009,until,"['grow', "",'"", 'the', 'well', '7', 'until', 'until', 'bring', "".'"", 'combine']",q1_lowest,2,0.42887342312923266,noisy grab-bag: reported-speech/quotation mix
692,0.2,12,0.89,name,"['name', 'edition', 'name', 'as', 'named', 'in', ',', 'regularly', 'while', 'figured']",q1_lowest,3,0.39409167178211835,"noisy grab-bag, no consistent theme"
703,0.2,50,1.043,.,"['.', '.', 'to', 'properties', '200', 'property', 'particular', 'the', 'greenhouse', 'specific']",q1_lowest,9,0.3727977687407629,"noisy grab-bag, no consistent theme"
706,0.2,36,0.983,about,"['12', 'never', 'then', 'about', 'unlike', 'across', 'about', 'mot', '05', 'out']",q1_lowest,3,0.31216130075314724,"noisy grab-bag, no consistent theme"
730,0.1,22,0.917,enzymes,"['enzymes', '35', 'athletes', 'exercises', 'got', 'on', 'learns', '5', 'results', '10']",q1_lowest,4,0.35962177481272745,"noisy grab-bag, no consistent theme"
746,0.2,11,0.932,"""""","['those', '""""', 'your', 'just', 'he', '""""', 'together', 'as', 'simply', 'just']",q1_lowest,8,0.32852333830883185,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
759,0.2,10,0.886,league,"['following', 'pi', 'jersey', 'isp', 'a', 'league', 'bureaucracy', 'league', 'things', 'pity']",q1_lowest,1,0.4156254347682335,'to say the least' idiom + historical-reporting register (archaic + military/political)
767,0.2,12,0.953,l,"['service', 'l', '99', 'something', 'baltimore', 'petitions', 'l', 'range', ':', ':']",q1_lowest,0,0.2785121268323806,noisy grab-bag: statistics/business-reporting figures
769,0.2,20,0.873,instance,"['were', 'route', 'instance', 'welcome', 'routes', 'half', 'certificate', 'instance', 'where', 'where']",q1_lowest,6,0.32927378177104705,"noisy grab-bag, no consistent theme"
780,0.2,12,0.919,going,"['extends', 'writing', 'posted', 'and', 'going', 'then', '//', 'going', ']=', 'company']",q1_lowest,2,0.36338656558039056,noisy grab-bag: reported-speech/quotation mix
783,0.2,30,0.929,&&,"['11', 'right', 'carolina', 'born', '&&', 'opposite', '**', 'island', '&&', '(']",q1_lowest,11,0.3451152139207465,descending numeric sequences/citation brackets + noisy grab-bag
795,0.3,12,0.87,16,"['was', '16', 'scenes', 'attributes', '16', 'one', 'ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½', '16', 'capability', 'needed']",q1_lowest,5,0.32639892803627407,'to what extent'/'on the contrary' academic-hedge phrasing + 'premises' (telecom/legal)
799,0.1,28,0.93,retention,"['retention', 'documentation', '[', 'ensure', '};', 'sake', 'partnership', 'been', 'grounds', 'policy']",q1_lowest,10,0.2724018119938142,noisy grab-bag: software-QA vocabulary + poetic narrative
808,0.1,10,0.889,his,"['his', 'dianne', 'sunni', 'advantage', 'latter', 'resident', 'lack', 'croatia', 'showcases', 'kept']",q1_lowest,7,0.3726135961714496,noisy grab-bag: business-achievement + medical-case reporting
809,0.2,13,0.955,curious,"['curious', 'that', 'new', 'shopping', 'later', 'improvements', 'a', 'before', 'every', 'curious']",q1_lowest,3,0.290350521188982,"noisy grab-bag, no consistent theme"
821,0.1,17,0.937,struct,"['struct', 'printf', 'period', 'hear', 'human', 'cancel', 'secondary', 'trust', 'schedule', 'plane']",q1_lowest,7,0.3455341800155632,noisy grab-bag: business-achievement + medical-case reporting
840,0.3,30,1.031,degree,"['mile', 'dealing', 'degree', 'fellow', 'degree', 'degree', 'to', 'given', 'part', 'fellowship']",q1_lowest,1,0.3394129184135887,'to say the least' idiom + historical-reporting register (archaic + military/political)
849,0.2,19,0.969,million,"['million', '492', 'they', '55', 'machines', '250', 'ni', 'million', 'i', '50']",q1_lowest,0,0.23756448849273545,noisy grab-bag: statistics/business-reporting figures
859,0.2,14,0.906,plaintiff,"['751', 'plaintiff', '905', 'previous', 'plaintiff', '.', 'board', 'lawsuit', 'ibn', '765']",q1_lowest,7,0.3517491397200969,noisy grab-bag: business-achievement + medical-case reporting
919,0.2,50,1.015,modified,"['networks', 'travelers', 'walls', 'modified', 'human', 'modified', 'rom', 'shown', 'about', 'santa']",q1_lowest,4,0.2898096791077029,"noisy grab-bag, no consistent theme"
934,0.3,13,0.933,=',"['a', ""='"", 'passage', 'wants', 'lifetime', ""='"", ""='"", 'teaching', 'the', 'a']",q1_lowest,6,0.3421860939719159,"noisy grab-bag, no consistent theme"
956,0.2,14,0.89,degree,"['bachelor', 'yeah', 'degree', 'master', 'degree', 'cubic', 'graduate', 'want', ')-', 'want']",q1_lowest,7,0.29570835870853557,noisy grab-bag: business-achievement + medical-case reporting
960,0.2,23,0.97,thing,"['longer', 'thing', 'trotted', '4', 'having', 'huh', 'huh', '4', 'thing', 'followed']",q1_lowest,7,0.40978779611931393,noisy grab-bag: business-achievement + medical-case reporting
961,0.2,10,0.843,across,"['across', ',', 'akin', 'across', 'corresponds', 'impact', '],', 'corresponding', 'spent', 'been']",q1_lowest,4,0.3309387868797398,"noisy grab-bag, no consistent theme"
962,0.1,12,0.877,jersey,"['jersey', 'delta', 'nyse', 'much', 'hotter', '225', 'relying', 'vengeance', 'day', 'that']",q1_lowest,11,0.3393958627011169,descending numeric sequences/citation brackets + noisy grab-bag
1010,0.2,38,0.992,to,"[',', 'gave', 'to', 'made', 'celebrated', 'villain', 'to', 'someone', 'proclaimed', 'distribution']",q1_lowest,7,0.2755469052067504,noisy grab-bag: business-achievement + medical-case reporting
1017,0.2,25,0.955,-,"['-', 'reminded', 'these', 'of', 'ensemble', 'these', 'trophies', '-', 'the', 'the']",q1_lowest,11,0.34746293958980157,descending numeric sequences/citation brackets + noisy grab-bag
1035,0.1,14,0.897,>(,"['>(', 'teams', 'bonds', 'ome', 'schools', 'followed', 'estate', '\\(', '7', 'missions']",q1_lowest,11,0.3024493435418769,descending numeric sequences/citation brackets + noisy grab-bag
1062,0.1,19,0.938,load,"['load', ')', 'quote', 'oth', 'output', '264', 'lengths', 'pop', '++;']",q1_lowest,8,0.3173144414419995,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1103,0.1,11,0.86,twice,"['twice', '"",', '72', 'been', 'underscores', ""':"", 'of', '75', '``', 'worse']",q1_lowest,7,0.365515912087512,noisy grab-bag: business-achievement + medical-case reporting
1135,0.2,11,0.843,so,"['type', 'so', 'national', '&', 'thought', 'so', '98', 'house', '63', '000']",q1_lowest,9,0.3418336376338729,"noisy grab-bag, no consistent theme"
1138,0.2,49,1.038,extent,"['of', 'manner', 'extent', 'contrary', 'ways', 'extent', 'secondly', 'predicament', 'had', 'is']",q1_lowest,5,0.2869841035753299,'to what extent'/'on the contrary' academic-hedge phrasing + 'premises' (telecom/legal)
1165,0.3,30,1.016,least,"['felt', 'had', 'all', 'least', 'hand', 'looks', 'least', 'after', 'whole', 'least']",q1_lowest,1,0.35422628714745796,'to say the least' idiom + historical-reporting register (archaic + military/political)
1168,0.1,18,0.885,earlier,"['earlier', 'century', 'objectives', 'into', 'with', 'vertices', ""',"", 'technologies', 'once', 'healthcare']",q1_lowest,9,0.3334098738187981,"noisy grab-bag, no consistent theme"
1194,0.1,32,0.962,looking,"['looking', 'true', 'taking', 'outer', '*/', 'life', '.?', ',', '.</', ""',""]",q1_lowest,3,0.34534319057740825,"noisy grab-bag, no consistent theme"
1218,0.2,28,0.954,where,"['runners', 'where', 'em', 'more', '<', 's', 'made', '7', ""';"", 'where']",q1_lowest,2,0.338854352418295,noisy grab-bag: reported-speech/quotation mix
1237,0.1,18,0.893,found,"['found', '`', '9', 'gave', 'materials', '}\\', 'goes', 'hadn', 'could', ""')""]",q1_lowest,3,0.35654528760914406,"noisy grab-bag, no consistent theme"
1258,0.1,10,0.871,of,"['of', 'based', 'âģ¢', "",'"", 'high', ',', 'books', '360', 'until']",q1_lowest,2,0.32064770455911484,noisy grab-bag: reported-speech/quotation mix
1281,0.3,21,0.921,-,"['intimate', 'son', '-', 'and', 'one', 'thereby', 'fact', '-', 'event', '-']",q1_lowest,9,0.3936023067831722,"noisy grab-bag, no consistent theme"
1294,0.2,32,1.016,18,"['18', 'thirds', '18', 'got', '?""', 'embarked', '35', 'involves', 'involves', 'follows']",q1_lowest,6,0.419999627834774,"noisy grab-bag, no consistent theme"
1297,0.3,41,1.013,and,"['and', '-', 'have', 'having', 'and', ""'s"", 'had', 'and', '.', 'having']",q1_lowest,8,0.4265394534856577,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1302,0.2,15,0.971,consumption,"['same', 'let', 'latter', 'combinations', 'seasons', 'consumption', 'last', '92', 'had', 'consumption']",q1_lowest,6,0.3181513468030176,"noisy grab-bag, no consistent theme"
1314,0.3,11,0.902,others,"['others', 'ones', '28', 'others', '96', 'slightest', 'another', 'others', 'another', 'another']",q1_lowest,6,0.5288118182246035,"noisy grab-bag, no consistent theme"
1326,0.1,10,0.868,newly,"['newly', '172', 'interactions', 'latter', '""+', '288', 'established', 'public', 'groundwork', 'associated']",q1_lowest,6,0.3280943319733484,"noisy grab-bag, no consistent theme"
1336,0.3,25,1.013,reserved,"['reserved', 'reserved', 'reserved', 'goes', 'things', 'media', 'fair', 'things', 'communities', 'way']",q1_lowest,1,0.3495060884533325,'to say the least' idiom + historical-reporting register (archaic + military/political)
1374,0.3,14,0.888,regard,"['regard', 'regard', 'paragraphs', 'regard', 'view', 'circumstances', 'whom', '45', 'circumstance', 'ere']",q1_lowest,4,0.39826267469129134,"noisy grab-bag, no consistent theme"
1378,0.2,12,0.868,?,"['?', 'in', 'can', '?', 'kind', '!', 'or', 'or', 'can', 'gets']",q1_lowest,3,0.3174403229190848,"noisy grab-bag, no consistent theme"
1387,0.2,13,0.922,156,"['size', 'i', '156', 'they', '"");', '156', 'ahead', 'bring', 'medium', 'masters']",q1_lowest,9,0.33022571399402456,"noisy grab-bag, no consistent theme"
1401,0.1,14,0.857,however,"['however', 'too', 'then', 'whatever', 'that', 'particularly', 'showing', 'completely', 'happiest', 'called']",q1_lowest,1,0.3101529471534387,'to say the least' idiom + historical-reporting register (archaic + military/political)
1435,0.3,29,0.941,âģ¢,"['india', 'and', 'indeed', 'âģ¢', 'board', 'âģ¢', 'board', 'and', 'must', 'âģ¢']",q1_lowest,9,0.43765989843604247,"noisy grab-bag, no consistent theme"
1442,0.2,50,1.041,things,"['things', 'more', '3', 'skip', 'more', 'most', 'nothing', 'things', 'next', 'everything']",q1_lowest,3,0.35253747124619433,"noisy grab-bag, no consistent theme"
1447,0.1,50,1.023,were,"['were', 'sought', 'cost', 'risk', 'learned', 'might', '%)', 'paper', 'workforce', 'edge']",q1_lowest,2,0.30152153849096547,noisy grab-bag: reported-speech/quotation mix
1488,0.1,16,0.888,joint,"['joint', 'his', 'with', 'arrested', 'their', 'oak', 'field', 'behind']",q1_lowest,8,0.28251225688708403,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1492,0.2,13,0.856,),"['heat', ')', '),', 'neurons', 'to', ')', ""('"", ""('"", 'journal', '(']",q1_lowest,3,0.3699447968539165,"noisy grab-bag, no consistent theme"
1503,0.2,27,1.044,got,"['person', 'apache', 'got', 'refusal', 'due', 'corpus', 'from', 'supposed', 'green', 'got']",q1_lowest,1,0.29681016146072686,'to say the least' idiom + historical-reporting register (archaic + military/political)
1516,0.1,10,0.864,issue,"['issue', 'at', '1', '52', '102', 'high', 'transactions', '120', 'amounts', 'effects']",q1_lowest,7,0.33364159835807344,noisy grab-bag: business-achievement + medical-case reporting
1526,0.1,50,0.987,""">","['"">', '/)', 'whole', 'an', 'every', 'no', 'inter', 'gone', 'don', 'so']",q1_lowest,3,0.3009492020659186,"noisy grab-bag, no consistent theme"
1556,0.3,20,1.003,branches,"['husband', 'husbands', 'branches', 'husbands', 'branches', '>', 'child', ':', 'nil', 'branches']",q1_lowest,9,0.41773727377265846,"noisy grab-bag, no consistent theme"
1563,0.4,12,1.05,meantime,"['meantime', 'meantime', 'meanwhile', 'meantime', 'for', 'somewhere', 'meantime', 'interim', 'part', 'forever']",q1_lowest,5,0.38977455841505176,'to what extent'/'on the contrary' academic-hedge phrasing + 'premises' (telecom/legal)
1570,0.2,39,0.972,test,"['out', 'test', 'part', 'k', 'of', 'of', 'in', 'test', 'account', 'other']",q1_lowest,9,0.35750449192886696,"noisy grab-bag, no consistent theme"
1579,0.1,17,0.869,'-,"[""'-"", 'whereas', 'a', 'that', 'of', 'specifically', 'dollars', '.', '\\\\', 'wherein']",q1_lowest,8,0.34672496055565377,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1654,0.2,13,0.942,resistance,"['defense', '427', 'resistance', 'have', 'her', 'honestly', 'dr', ""');"", 'expecting', 'resistance']",q1_lowest,9,0.3429297754482702,"noisy grab-bag, no consistent theme"
1659,0.2,17,0.907,why,"['12', 'what', "",'"", 'why', '24', 'why', 'by', '-', 'as', '=']",q1_lowest,3,0.37627604946641735,"noisy grab-bag, no consistent theme"
1714,0.1,10,0.862,'t,"[""'t"", 'guide', 'twenty', 'tap', 'then', 'guidance', 'thou', 'access', 'ts', 'until']",q1_lowest,2,0.3516803218603451,noisy grab-bag: reported-speech/quotation mix
1718,0.2,31,0.878,_,"['museum', '&', '7', 'follow', 'your', 'that', '_', '_']",q1_lowest,8,0.27863134664224776,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1729,0.2,13,0.883,that,"['ratios', 'can', 'different', '11', 'that', 'that', 'cerebral', 'various', 'to', 'highest']",q1_lowest,11,0.31488317010064804,descending numeric sequences/citation brackets + noisy grab-bag
1738,0.2,16,1.002,**,"['**', 'content', '34', 'globe', 'writing', '**', '24', 'required', 'a', 'required']",q1_lowest,7,0.39103665759025646,noisy grab-bag: business-achievement + medical-case reporting
1749,0.4,14,0.856,following,"['sorts', 'try', 'the', 'following', '44', 'following', 'honor', 'taking', 'following', 'following']",q1_lowest,7,0.3672688539595852,noisy grab-bag: business-achievement + medical-case reporting
1760,0.2,11,0.892,don,"['91', '90', '110', 'visa', 'don', '125', 'don', 'discover', 'along', 'responsible']",q1_lowest,11,0.2957643843659782,descending numeric sequences/citation brackets + noisy grab-bag
1792,0.2,11,0.816,for,"['gave', 'believer', 'e', 'parents', 'for', 'for', 'every', '0', 'ed', 'cm']",q1_lowest,1,0.32515683651741434,'to say the least' idiom + historical-reporting register (archaic + military/political)
1805,0.3,24,1.037,",","['fingertips', ',', 'when', 'launches', 'ga', ',', '|', ',', 'provider', 'richard']",q1_lowest,8,0.28461747935848264,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
1818,0.1,27,1.014,vertical,"['vertical', 'unemployment', 'of', 'among', 'quality', 'aesthetic', 'curriculum', 'stiffness', 'domestic', 'agility']",q1_lowest,11,0.36944236711062917,descending numeric sequences/citation brackets + noisy grab-bag
1846,0.2,19,0.932,=],"['he', 'that', '=]', 'yeah', 'at', '31', '=]', '77', 'a', 'td']",q1_lowest,7,0.4175548143608983,noisy grab-bag: business-achievement + medical-case reporting
1848,0.3,23,0.955,14,"['14', 'setting', '14', '16', '18', '14', 'if', 'afternoon', 'time', 'dysfunction']",q1_lowest,11,0.3826023471264605,descending numeric sequences/citation brackets + noisy grab-bag
1850,0.1,44,0.94,for,"['for', 'themselves', 'example', 'operational', 'chain', 'east', 'cathedral', 't', '16', 'three']",q1_lowest,9,0.24938257907095868,"noisy grab-bag, no consistent theme"
1871,0.1,18,0.988,d,"['d', 'connects', 'ways', 'bit', 'what', 'turn', '15', 'sustainability', '75', '/>']",q1_lowest,5,0.3707984786924508,'to what extent'/'on the contrary' academic-hedge phrasing + 'premises' (telecom/legal)
1903,0.3,10,0.916,6,"['6', '19', 'sake', '6', '6', 'sake', '5', '97', '37', '19']",q1_lowest,6,0.5468870816029068,"noisy grab-bag, no consistent theme"
1924,0.1,50,1.056,doing,"['doing', 'b', 'cru', 'usual', 'causation', 'abide', 'attempting', 'causing', 'that', 'underlying']",q1_lowest,4,0.30334027625787985,"noisy grab-bag, no consistent theme"
1937,0.2,23,0.939,midst,"['last', 'other', 'side', 'need', '1', 'midst', 'district', 'matter', 'midst', 'shook']",q1_lowest,10,0.2979876761443069,noisy grab-bag: software-QA vocabulary + poetic narrative
1964,0.4,15,0.958,to,"['bank', 'maxim', 'to', 'coy', 'which', '13', 'to', 'western', 'to', 'to']",q1_lowest,9,0.3068711913453332,"noisy grab-bag, no consistent theme"
1990,0.3,25,0.946,but,"['and', 'yeah', '20', 'london', 'he', 'but', 'but', 'and', 'but', 'negative']",q1_lowest,2,0.35151489408090747,noisy grab-bag: reported-speech/quotation mix
2004,0.2,26,1.039,sometimes,"['sometimes', 'grown', 'into', 'grown', 'settled', 'prophet', 'sometimes', 'commonly', 'ready', 'commonly']",q1_lowest,9,0.3308393214236697,"noisy grab-bag, no consistent theme"
2045,0.2,15,0.865,in,"['in', 'a', '[...]', 'in', 'their', 'it']",q1_lowest,8,0.3203175646180575,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
2051,0.3,11,0.972,now,"['subject', 'were', 'now', 'now', 'were', 'now', 'exception', 'ensures', 'intercourse', 'example']",q1_lowest,6,0.3684272666244728,"noisy grab-bag, no consistent theme"
2055,0.2,29,0.928,and,"['and', 'from', 'â°', 'played', 'minimizing', 'over', 'liability', 'and', '.', 'â°']",q1_lowest,11,0.3235371413486095,descending numeric sequences/citation brackets + noisy grab-bag
2056,0.3,11,0.855,basis,"['basis', 'worse', 'basis', '++)', 'best', 'basis', 'well', 'to', 'experience', '++)']",q1_lowest,9,0.4525742190895826,"noisy grab-bag, no consistent theme"
2079,0.2,13,0.884,applicable,"['his', 'counterparts', '21', 'applicable', 'mixed', 'applicable', 'have', 'quantities', 'pp', 'goes']",q1_lowest,11,0.3440246307018338,descending numeric sequences/citation brackets + noisy grab-bag
2098,0.2,10,0.808,without,"['matter', 'whether', 'example', 'without', 'temperature', '==', '09', 'grounds', 'without', '105']",q1_lowest,11,0.3385610389375269,descending numeric sequences/citation brackets + noisy grab-bag
2114,0.1,50,1.007,18,"['18', 'outbreak', 'ãĺ', 'discovery', 'for', 'indices', '44', 'fig', 'outcome', 'intensity']",q1_lowest,11,0.31418996521173576,descending numeric sequences/citation brackets + noisy grab-bag
2125,0.2,50,1.04,-,"['-', 'on', 'date', 'date', '$$', 'to', 'long', '-', 'you', 'you']",q1_lowest,2,0.33156167156059874,noisy grab-bag: reported-speech/quotation mix
2134,0.2,20,0.976,\\,"['184', 'asked', '\\\\', 'sides', 'behavior', 'woman', '427', '\\\\', 'fertility', 'administrator']",q1_lowest,9,0.38585836482598035,"noisy grab-bag, no consistent theme"
2139,0.3,10,0.968,later,"['ago', 'later', 'be', 'introduce', 'later', 'later', 'clover', 'both', '42', 'trails']",q1_lowest,4,0.3442037524649514,"noisy grab-bag, no consistent theme"
2158,0.2,13,0.842,ij,"['ij', 'resume', 'germ', ')', '?', 'germ', 'ij', 'opponent', 'reverse']",q1_lowest,9,0.36428960572233793,"noisy grab-bag, no consistent theme"
2159,0.1,11,0.868,former,"['former', 'bank', '24', 'paragraph', 'following', 'green', 'target', 'backward', 'project', 'generated']",q1_lowest,9,0.30344823172215046,"noisy grab-bag, no consistent theme"
2183,0.2,13,0.898,accordance,"['rely', '%', 'accordance', 'i', 'happen', 'someone', 'about', 'accordance', 'spare', '""%']",q1_lowest,7,0.28136524995403256,noisy grab-bag: business-achievement + medical-case reporting
2201,0.2,12,0.919,there,"['proceedings', 'there', 'an', 'per', 'there', 'they', 'recent', 'occur', 'with', 'croatia']",q1_lowest,9,0.34118969758446793,"noisy grab-bag, no consistent theme"
2207,0.3,22,0.886,only,"[')]', 'which', 'only', 'force', '14', 'be', 'only', 'alike', ')]', 'only']",q1_lowest,9,0.4047083879580356,"noisy grab-bag, no consistent theme"
2226,0.1,16,0.926,",","[',', 'no', '12', 'play', 'imagining', '-', 'life', '45', 'c', 'la']",q1_lowest,9,0.3078056483600416,"noisy grab-bag, no consistent theme"
2254,0.2,12,0.855,n,"['up', 'n', '@', 'my', 'n', 'nit', 'my', 'ni', 'ni', 'trials']",q1_lowest,9,0.4122269130001226,"noisy grab-bag, no consistent theme"
2259,0.2,12,0.918,hey,"['on', 'yeah', 'a', 'that', 'be', 'hey', 'hey', 'informed', 'what', 'child']",q1_lowest,2,0.3275195391761807,noisy grab-bag: reported-speech/quotation mix
2262,0.2,41,0.99,?,"['is', '?', 'wouldn', '&', 'my', '?', 'wouldn', 'ear', 'her', '&']",q1_lowest,8,0.4123121094376325,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
